,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline
421,343668,Kingsman: The Golden Circle,2017-09-20,"['Action', 'Adventure', 'Comedy']",English,7.0,9343,84.121,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",104000000,"['20th Century Fox', 'Marv Films', 'Cloudy Productions', 'TSG Entertainment', 'Shangri-La Entertainment']",410902662,141,Reports of my death have been greatly exaggerated.
422,661374,Glass Onion: A Knives Out Mystery,2022-11-23,"['Comedy', 'Crime', 'Mystery']",English,7.1,4172,84.072,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,40000000,['T-Street Productions'],13280000,140,"When the game ends, the mystery begins."
423,27205,Inception,2010-07-15,"['Action', 'Science Fiction', 'Adventure']",English,8.4,33822,84.012,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",160000000,"['Legendary Pictures', 'Syncopy', 'Warner Bros. Pictures']",825532764,148,Your mind is the scene of the crime.
424,228150,Fury,2014-10-15,"['War', 'Drama', 'Action']",English,7.5,10792,83.992,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",68000000,"['Columbia Pictures', 'QED International', 'LStar Capital', 'Le Grisbi Productions', 'Crave Films', 'Sony Pictures', 'Huayi Brothers Pictures']",211817906,135,War never ends quietly.
425,837938,The Inspection,2022-11-18,['Drama'],English,6.5,31,83.64,"Ellis French is a young, gay Black man, rejected by his mother and with few options for his future, decides to join the Marines, doing whatever it takes to succeed in a system that would cast him aside. But even as he battles deep-seated prejudice and the grueling routines of basic training, he finds unexpected camaraderie, strength, and support in this new community, giving him a hard-earned sense of belonging that will shape his identity and forever change his life.",0,"['Freedom Principle', 'Gamechanger Films']",0,95,
426,906221,Magic Mike's Last Dance,2023-02-09,"['Comedy', 'Drama', 'Romance']",English,7.0,284,83.608,"Mike Lane takes to the stage again after a lengthy hiatus, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. For what he hopes will be one last hurrah, Mike heads to London with a wealthy socialite who lures him with an offer he can’t refuse… and an agenda all her own. With everything on the line, once Mike discovers what she truly has in mind, will he—and the roster of hot new dancers he’ll have to whip into shape—be able to pull it off?",45000000,"['Warner Bros. Pictures', 'Nick Wechsler Productions', 'Free Association']",52000000,112,The final tease.
427,996727,The Price We Pay,2023-01-13,"['Action', 'Thriller', 'Mystery', 'Crime', 'Horror']",English,6.0,120,83.286,"After a pawn shop robbery goes askew, two criminals take refuge at a remote farmhouse to try to let the heat die down, but find something much more menacing.",0,"['828 Productions', 'Buffalo 8', '828 Media Capital', 'VMI Worldwide', 'ABS Payroll & Production Accounting Services', 'Project Indie Hope']",0,85,Reap what you sow.
428,113082,Berserk: The Golden Age Arc I - The Egg of the King,2012-02-03,"['Action', 'Adventure', 'Fantasy', 'Animation']",Japanese,7.3,399,82.993,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",0,"['Beyond C.', 'Graphinica', 'STUDIO4℃', 'Warner Bros. Japan']",0,76,"He trusts no one, only his sword."
429,11688,The Emperor's New Groove,2000-12-15,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",English,7.5,5949,82.782,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",100000000,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",169327687,78,It's all about... ME!
430,155,The Dark Knight,2008-07-14,"['Drama', 'Action', 'Crime', 'Thriller']",English,8.5,29855,82.74,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",185000000,"['DC Comics', 'Legendary Pictures', 'Syncopy', 'Isobel Griffiths', 'Warner Bros. Pictures']",1004558444,152,Welcome to a world without rules.
431,637649,Wrath of Man,2021-04-22,"['Action', 'Adventure', 'Crime', 'Thriller']",English,7.7,4450,82.58,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",40000000,"['Miramax', 'Metro-Goldwyn-Mayer', 'Toff Guy Films', 'Flic Films UK']",103966489,119,A one man army.
432,726366,Venus,2023-02-17,['Drama'],Spanish,6.0,4,82.259,"One night, at the end of the seventies, Venus, Paula and Miguel's band, performs its last concert.",0,"['AMC', 'Belino Productions', 'Claqueta Blanca', 'Winp Consulting', 'Kaplan', 'Antaviana Films']",0,97,
433,9820,The Parent Trap,1998-07-28,"['Comedy', 'Family']",English,7.2,3685,82.037,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",15000000,['Walt Disney Pictures'],92108518,128,"Twice the Fun, Double the Trouble."
434,529203,The Croods: A New Age,2020-11-25,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",English,7.5,3365,82.015,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",65000000,"['Universal Pictures', 'DreamWorks Animation']",215905815,95,The future ain't what it used to be.
435,801335,Girl in the Basement,2021-02-27,"['Crime', 'Thriller', 'TV Movie']",English,7.9,513,81.971,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",0,"['Big Dreams Entertainment', 'Swirl Films', 'Lifetime']",0,88,
436,339846,Baywatch,2017-05-25,"['Comedy', 'Action', 'Crime']",English,6.1,7413,81.557,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",69000000,"['Uncharted', 'Paramount', 'Flynn Picture Company', 'Fremantle Productions', 'Seven Bucks Productions', 'Skydance', 'The Montecito Picture Company']",177856751,116,"Don't worry, summer is coming"
437,156022,The Equalizer,2014-09-24,"['Thriller', 'Action', 'Crime']",English,7.2,7870,81.488,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",55000000,"['Lonetree Entertainment', 'Columbia Pictures', 'Village Roadshow Pictures', 'Escape Artists', 'LStar Capital', 'Mace Neufeld Productions']",192330738,132,What do you see when you look at me?
438,624860,The Matrix Resurrections,2021-12-16,"['Science Fiction', 'Action', 'Adventure']",English,6.5,4796,81.438,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",190000000,"['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Venus Castina Productions']",156497322,147,Return to the Source.
439,629542,The Bad Guys,2022-03-17,"['Animation', 'Action', 'Adventure', 'Crime', 'Comedy', 'Family']",English,7.7,1532,81.416,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",80000000,"['DreamWorks Animation', 'Universal Pictures']",250162278,100,Good is no fun at all.
440,497698,Black Widow,2021-07-07,"['Action', 'Adventure', 'Science Fiction']",English,7.3,8994,81.163,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",200000000,['Marvel Studios'],379751131,134,Her world. Her secrets. Her legacy.
441,372058,Your Name.,2016-08-26,"['Romance', 'Animation', 'Drama']",Japanese,8.5,9920,80.969,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",0,"['CoMix Wave Films', 'TOHO', 'KADOKAWA', 'East Japan Marketing & Communications', 'AMUSE', 'voque ting', 'Lawson Entertainment', '4Kids Entertainment']",357986087,106,"It was almost like seeing something out of a dream, nothing more or less than a breathtaking view."
442,39323,Dragon Ball Z: Bardock - The Father of Goku,1990-10-17,"['Animation', 'Action', 'Science Fiction', 'Drama', 'Fantasy']",Japanese,7.5,561,80.641,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.",0,"['Bird Studios', 'Toei Animation', 'Toei Company']",0,48,
443,826753,Candy Land,2023-01-06,"['Horror', 'Thriller']",English,6.5,69,80.46,"Remy, a seemingly naive and devout young woman, finds herself cast out from her religious cult. With no place to turn, she immerses herself into the underground world of truck stop sex workers. Under the watchful eye of their matriarch and an enigmatic local lawman, Remy navigates between her strained belief system and the code to find her true calling in life.",0,['Roxwell Films'],0,93,We'll take care of you.
444,782936,Nocebo,2022-11-03,"['Mystery', 'Thriller', 'Horror']",English,6.2,80,80.332,"A fashion designer hires a nanny from the Philippines to assist her in caring for her family while she is suffering from what she believes is a tick-related illness. The nanny uses traditional Filipino folk healing techniques to help her, but in the process of doing so, she uncovers a horrifying truth about why she is there and why her employer is actually sick.",0,"['Lovely Productions', 'Wild Swim Films', 'Epicmedia']",0,96,Sanity hangs by a thread.
445,138843,The Conjuring,2013-07-18,"['Horror', 'Thriller']",English,7.5,10409,80.26,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",13000000,"['Evergreen Media Group', 'New Line Cinema', 'The Safran Company']",320406242,112,Based on the true case files of the Warrens
446,58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,"['Adventure', 'Fantasy', 'Action']",English,7.3,14565,80.245,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,200000000,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']",1065659812,151,Captain Jack is back!
447,946700,Orkestra Lurtarra,2022-04-08,"['Animation', 'Adventure', 'Comedy']",Basque,4.9,7,80.125,"Manu fell in love with the pianist Stella Panini when he was a child and it's been his dream to meet her ever since. To achieve his dream he follows the advice of Stefano Salegi, a shady character who becomes his manager and forms a band. But, not just an energetic dreamer, Manu is an outsider with problems finding his place in society. That's clear by the instrument he's chosen —none other than the broom—  that he uses to make music and carry the rhythm. That won't keep him from starting a band completely sui generis that breaks all the clichés.",0,"['Lotura Films', 'EiTB']",0,70,
448,880841,Abandoned,2022-06-17,"['Horror', 'Mystery', 'Thriller']",English,6.2,224,80.075,"After a young couple moves into a remote farmhouse with their infant son, the woman's struggles with postpartum psychosis begin to intensify... as the house reveals secrets of its own.",0,['Vertical Entertainment'],0,102,"In this house, you're never yourself. And never alone."
449,810693,Jujutsu Kaisen 0,2021-12-24,"['Animation', 'Action', 'Fantasy']",Japanese,8.2,944,80.045,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",0,"['MAPPA', 'Shueisha', 'Sumzap', 'MBS', 'dugout', 'TOHO']",195870885,105,Fight what's within.
450,518896,Warriors of Future,2022-08-05,"['Drama', 'Action', 'Science Fiction']",Chinese,7.3,309,79.749,"When a meteor carrying a destructive plant strikes the world, a suicide squad is given hours to save their post-apocalyptic city from total collapse.",0,"['One Cool Film Production', 'Media Asia Films', 'World Universal Culture Limited', 'iQIYI Pictures', 'Tianjin Maoyan Media', 'CMC Pictures', 'Shenzhen Film Studio']",100730000,101,
451,49013,Cars 2,2011-06-11,"['Animation', 'Family', 'Adventure', 'Comedy']",English,6.1,6929,79.667,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,200000000,"['Pixar', 'Walt Disney Pictures']",559852396,106,Ka-ciao!
452,829410,Sick,2022-09-11,"['Horror', 'Thriller']",English,6.3,139,79.498,"In the midst of the pandemic, college student Parker and her best friend Miri decide to self-quarantine at her family's lake house, where they will be alone — or so they think.",0,"['Miramax', 'Outerbanks Entertainment', 'Blumhouse Productions']",0,83,You're not safe inside.
453,8373,Transformers: Revenge of the Fallen,2009-06-19,"['Science Fiction', 'Action', 'Adventure']",English,6.2,7724,79.208,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",200000000,"['DreamWorks Pictures', 'Paramount', 'di Bonaventura Pictures', 'Tom DeSanto/Don Murphy Production', 'Ian Bryce Productions']",836303693,149,Revenge is coming.
454,109418,Grown Ups 2,2013-07-11,['Comedy'],English,6.1,3817,79.139,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",80000000,"['Columbia Pictures', 'Sony Pictures', 'Happy Madison Productions']",247022278,101,Just because they're a little older doesn't mean they've grown up.
455,150540,Inside Out,2015-06-09,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",English,7.9,19090,79.078,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",175000000,"['Pixar', 'Walt Disney Pictures']",857611174,95,Meet the little voices inside your head.
456,527774,Raya and the Last Dragon,2021-03-03,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",English,7.9,6074,78.945,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",100000000,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",130423032,107,A quest to save her world.
457,953,Madagascar,2005-05-25,"['Family', 'Animation', 'Adventure', 'Comedy']",English,6.9,9892,78.919,"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",75000000,"['DreamWorks Pictures', 'Pacific Data Images', 'DreamWorks Animation']",542063846,86,Someone’s got a zoo loose.
458,545611,Everything Everywhere All at Once,2022-03-24,"['Action', 'Adventure', 'Science Fiction']",English,7.8,4763,78.881,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",25000000,"['AGBO', 'Ley Line Entertainment', 'Year of the Rat Productions', 'Hotdog Hands LLC', 'A24', 'IAC Films']",139200000,140,The universe is so much bigger than you realize.
459,10138,Iron Man 2,2010-04-28,"['Adventure', 'Action', 'Science Fiction']",English,6.8,19392,78.832,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",200000000,['Marvel Studios'],623933331,124,"It's not the armor that makes the hero, but the man inside."
460,118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012-06-23,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Animation']",Japanese,7.4,316,78.69,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",0,"['Beyond C.', 'Graphinica', 'STUDIO4℃']",0,98,
461,264859,Six Swedish Girls in Alps,1983-07-22,"['Romance', 'Comedy']",German,5.4,16,78.49,This comedy has everyone's favorite 6 Swedish gals enjoying their stay in the alps. When the girls aren't enjoying the pleasure of their own company they're out having a good time with nearly everyone else in town.,0,[],0,90,
462,12,Finding Nemo,2003-05-30,"['Animation', 'Family']",English,7.8,17736,78.423,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",94000000,['Pixar'],940335536,100,There are 3.7 trillion fish in the ocean. They're looking for one.
463,131631,The Hunger Games: Mockingjay - Part 1,2014-11-19,"['Science Fiction', 'Adventure', 'Thriller']",English,6.8,14464,78.205,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,125000000,"['Lionsgate', 'Color Force']",755356711,123,Fire burns brighter in the darkness
464,49018,Insidious,2010-09-13,"['Horror', 'Thriller']",English,6.9,6056,78.139,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",1500000,"['FilmDistrict', 'Stage 6 Films', 'Alliance Films', 'IM Global', 'Haunted Movies', 'Blumhouse Productions']",99870886,103,It's not the House that's Haunted.
465,23823,Wrong Turn 3: Left for Dead,2009-10-20,"['Horror', 'Thriller']",English,5.6,990,77.875,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",3000000,"['Constantin Film', 'Summit Entertainment']",0,91,What you don't see will kill you.
466,717930,Kandahar,2023-05-25,"['Action', 'Thriller']",English,6.3,12,77.874,"After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",0,"['Thunder Road', 'G-BASE', 'Capstone Pictures', 'MBC Studios']",3000000,119,The only thing more dangerous than the mission is the escape.
467,1114905,Death's Roulette,2023-05-05,"['Thriller', 'Mystery', 'Drama', 'Horror']",Spanish,6.5,118,77.834,"Seven strangers wake up in a mansion in the middle of nowhere to discover they are part of a twisted game. They will have 60 minutes to choose one person to die; otherwise, all of them will be murdered. As the clock ticks down, the most lurid secrets will come to light, and they’ll discover they are all connected by a dark past.",0,"['VIS', '11:11 Films & TV']",0,90,There's a hell in every secret.
468,8966,Twilight,2008-11-20,"['Fantasy', 'Drama', 'Romance']",English,6.3,12439,77.784,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",37000000,"['Summit Entertainment', 'Temple Hill Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Goldcrest', 'Twilight Productions']",393616788,122,"When you can live forever, what do you live for?"
469,146233,Prisoners,2013-09-18,"['Drama', 'Thriller', 'Crime']",English,8.1,10419,77.732,"Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.",46000000,"['Madhouse Entertainment', 'Alcon Entertainment', '8:38 Productions', 'Warner Bros. Pictures', 'Summit Entertainment']",122126687,153,Every moment matters.
470,118,Charlie and the Chocolate Factory,2005-07-13,"['Adventure', 'Comedy', 'Family', 'Fantasy']",English,7.0,13669,77.6,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",150000000,"['The Zanuck Company', 'Theobald Film Productions', 'Plan B Entertainment']",474968763,115,Prepare for a taste of adventure.
471,383498,Deadpool 2,2018-05-10,"['Action', 'Comedy', 'Adventure']",English,7.5,15977,77.565,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,110000000,"['Maximum Effort', 'Genre Films', '20th Century Fox']",785896609,120,Prepare for the Second Coming.
472,260513,Incredibles 2,2018-06-14,"['Action', 'Adventure', 'Animation', 'Family']",English,7.5,11828,77.522,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",200000000,"['Walt Disney Pictures', 'Pixar']",1242805359,118,Back to work.
473,242562,Hellhole: Inmate 611,2007-01-25,['Drama'],Japanese,3.5,2,77.435,"It's called the House of Evils, where beasts in human flesh prowl the corridors and the most dangerous residents aren't the luscious inmates, but the predatory guards. For the crime of assaulting her lover, Saya Mizushima has been sentenced to three years in the most brutal prison facility in Japan. It wasn't supposed to be a life sentence, but unless the woman now known as Inmate 611 can learn how to hold her own against both the ruthlessness of her fellow inmates and the brutal harassment of the guards, she's got little chance of walking out with both mind and body intact. Stripped, shackled, but not yet broken, an international chain gang of red hot models and actresses lead by Akira Kiuchi, Harumi Nemoto , Youko Kamon, Yoshimi Asada and Kei Mizutani prepare to march into the flames of the damned in HELLHOLE: INMATE 611!",0,[],0,75,
474,425909,Ghostbusters: Afterlife,2021-11-11,"['Fantasy', 'Comedy', 'Adventure']",English,7.5,3674,77.429,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",75000000,"['Columbia Pictures', 'Bron Studios', 'The Montecito Picture Company', 'Ghost Corps']",191000000,124,Discover the past. Protect the future.
475,61979,Three Steps Above Heaven,2010-12-03,"['Romance', 'Drama']",Spanish,7.7,2728,77.334,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",0,['Atresmedia'],0,122,Have you ever been about to touch the sky?
476,818397,Memory,2022-04-28,"['Action', 'Thriller', 'Crime']",English,6.9,1225,77.194,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",30000000,"['Black Bear Pictures', 'Welle Entertainment', 'Saville Productions', 'Open Road Films', 'Briarcliff Entertainment', 'STX Films']",11300000,114,His mind is fading. His conscience is clear.
477,4247,Scary Movie,2000-07-07,['Comedy'],English,6.3,6187,77.192,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",19000000,"['Brad Grey Pictures', 'Gold/Miller Productions', 'Wayans Bros. Entertainment', 'Dimension Films']",278019771,88,No mercy. No shame. No sequel.
478,810,Shrek the Third,2007-05-17,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",English,6.3,8124,76.953,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",160000000,"['DreamWorks Animation', 'Pacific Data Images', 'Paramount']",813367380,93,He’s in for the Royal Treatment.
479,728754,Stand by Me Doraemon 2,2020-11-20,"['Animation', 'Family', 'Science Fiction']",Japanese,7.7,147,76.837,"Nobita travels to the future to show his beloved grandma his bride, but adult Nobita has fled his own wedding.",0,"['TOHO', 'Shin-Ei Animation', 'Fujiko Productions', 'Shogakukan', 'TV Asahi', 'Shogakukan-Shueisha Productions', 'Shirogumi', 'Robot Communications', 'dentsu', 'Asatsu-DK']",0,96,
480,370172,No Time to Die,2021-09-29,"['Adventure', 'Action', 'Thriller']",English,7.4,5288,76.823,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",250000000,"['Eon Productions', 'Metro-Goldwyn-Mayer', 'Universal Pictures']",774153007,163,The mission that changes everything begins…
481,960700,Fullmetal Alchemist: The Revenge of Scar,2022-05-20,"['Fantasy', 'Action', 'Adventure']",Japanese,6.8,178,76.788,The Elric brothers meet their toughest opponent yet — a lone serial killer with a large scar on his forehead.,0,"['Warner Bros. Japan', 'Oxybot']",0,125,
482,39108,Dragon Ball Z: Wrath of the Dragon,1995-07-15,"['Animation', 'Action', 'Science Fiction']",Japanese,7.2,605,76.741,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,0,"['Toei Company', 'Bird Studios', 'Toei Animation']",24000000,51,
483,474350,It Chapter Two,2019-09-04,"['Horror', 'Fantasy']",English,6.9,7771,76.624,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",79000000,"['New Line Cinema', 'Vertigo Entertainment', 'Double Dream', 'Rideback']",473122525,169,You'll Float Again
484,762504,Nope,2022-07-20,"['Horror', 'Mystery', 'Science Fiction']",English,6.9,2983,76.608,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",68000000,"['Monkeypaw Productions', 'Universal Pictures', 'dentsu']",170823080,130,What’s a bad miracle?
485,10192,Shrek Forever After,2010-05-16,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",English,6.3,6583,76.4,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",165000000,"['DreamWorks Animation', 'Paramount']",752600867,93,It ain't Ogre... Til it's Ogre
